stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47451] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47463] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.47469] added dtor for sample_instance 0000026663628DD0, func 00007FFC05A41226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.47475] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47481] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47487] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.47493] added dtor for sample_instance 0000026663628B60, func 00007FFC05A41226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.47498] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47504] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.47509] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47514] opening Shinji theme.mp3 rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47544] opening Shinji theme.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   2.24281] added dtor for sample 00000266636688B0, func 00007FFC05A4150F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.24301] opening Freedom-10eM.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   2.24350] Font Freedom-10eM.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   2.24359]     ascent=18.0, descent=-6.0, height=24.0
dtor     D               dtor.c:196  _al_register_destructor          [   2.24379] added dtor for ttf_font 0000026663668220, func 00007FFC303D128F
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.24388] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.24399]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.24406]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.24413] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.24420]  0.212132 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.24427]  0.000000 0.212132
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.24442] opening Main_Ship.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.24485] opening Main_Ship.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24516] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24524] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24532] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24540] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24549] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24556] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24570] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24579] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.24587] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   2.24596] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   2.24608] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   2.24621] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   2.24632] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.24665] added dtor for bitmap 0000026663662420, func 00007FFB5A82118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.25316] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.25326] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.25430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.25445] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75467] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75478] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75493] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75526] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75533] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75541] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75548] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75555] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.75562] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   2.75568] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   2.75574] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   2.75581] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   2.75592] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   2.75653] Glyph 16: 17x16 (20x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.75661] Locking glyph region: 0000026663662FC0 0 0 20 16
font     D                ttf.c:167  unlock_current_page              [   2.76330] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76358] Glyph 13: 21x16 (24x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.76367] Locking glyph region: 0000026663662FC0 20 0 24 16
font     D                ttf.c:167  unlock_current_page              [   2.76381] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76396] Glyph 43: 20x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.76406] Locking glyph region: 0000026663662FC0 44 0 20 20
font     D                ttf.c:167  unlock_current_page              [   2.76414] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76425] Glyph 39: 21x16 (24x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.76432] Locking glyph region: 0000026663662FC0 64 0 24 16
font     D                ttf.c:167  unlock_current_page              [   2.76439] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76450] Glyph 45: 31x16 (32x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.76457] Locking glyph region: 0000026663662FC0 88 0 32 16
font     D                ttf.c:167  unlock_current_page              [   2.76469] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76491] Glyph 12: 21x16 (24x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.76498] Locking glyph region: 0000026663662FC0 120 0 24 16
font     D                ttf.c:167  unlock_current_page              [   2.76956] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.76982] Glyph 56: 21x16 (24x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.76989] Locking glyph region: 0000026663662FC0 144 0 24 16
font     D                ttf.c:167  unlock_current_page              [   2.77005] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.77015] Glyph 23: 8x16 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.77022] Locking glyph region: 0000026663662FC0 168 0 8 16
font     D                ttf.c:167  unlock_current_page              [   2.77030] Unlocking page: 0000026663662FC0
font     D                ttf.c:243  alloc_glyph_region               [   2.77042] Glyph 37: 20x16 (20x16)
font     D                ttf.c:287  alloc_glyph_region               [   2.77048] Locking glyph region: 0000026663662FC0 176 0 20 16
font     D                ttf.c:167  unlock_current_page              [   2.77055] Unlocking page: 0000026663662FC0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.77460] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.77472] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58278] removed dtor for font 000002665E911050
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58294] removed dtor for sub_bitmap 000002666362A760
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58304] removed dtor for sub_bitmap 000002666362A950
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58312] removed dtor for sub_bitmap 000002666362BB50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58321] removed dtor for sub_bitmap 000002666362BD40
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58335] removed dtor for sub_bitmap 000002666362BF30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58343] removed dtor for sub_bitmap 000002666362C120
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58352] removed dtor for sub_bitmap 000002666362C310
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58360] removed dtor for sub_bitmap 000002666362C500
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58368] removed dtor for sub_bitmap 000002666362C6F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58376] removed dtor for sub_bitmap 000002666362C8E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58385] removed dtor for sub_bitmap 000002666362CAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58394] removed dtor for sub_bitmap 000002666362CCC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58402] removed dtor for sub_bitmap 000002666362CEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58413] removed dtor for sub_bitmap 000002666362DC90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58421] removed dtor for sub_bitmap 000002666362DE80
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58432] removed dtor for sub_bitmap 000002666362D8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58440] removed dtor for sub_bitmap 000002666362D0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58448] removed dtor for sub_bitmap 000002666362D4D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58458] removed dtor for sub_bitmap 000002666362D6C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58466] removed dtor for sub_bitmap 000002666362DAA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58473] removed dtor for sub_bitmap 000002666362D2E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58484] removed dtor for sub_bitmap 000002666362FC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58491] removed dtor for sub_bitmap 000002666362E6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58499] removed dtor for sub_bitmap 000002666362FE10
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58511] removed dtor for sub_bitmap 000002666362E8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58523] removed dtor for sub_bitmap 000002666362EAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58531] removed dtor for sub_bitmap 000002666362E100
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58538] removed dtor for sub_bitmap 000002666362F460
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58545] removed dtor for sub_bitmap 000002666362F650
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58553] removed dtor for sub_bitmap 000002666362F080
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58563] removed dtor for sub_bitmap 000002666362EE90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58571] removed dtor for sub_bitmap 000002666362E2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58579] removed dtor for sub_bitmap 000002666362E4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58586] removed dtor for sub_bitmap 000002666362ECA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58593] removed dtor for sub_bitmap 000002666362F270
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58600] removed dtor for sub_bitmap 000002666362F840
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58607] removed dtor for sub_bitmap 000002666362FA30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58614] removed dtor for sub_bitmap 0000026663631710
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58625] removed dtor for sub_bitmap 0000026663631900
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58636] removed dtor for sub_bitmap 00000266636322B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58644] removed dtor for sub_bitmap 0000026663632E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58651] removed dtor for sub_bitmap 0000026663633230
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58658] removed dtor for sub_bitmap 0000026663632A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58666] removed dtor for sub_bitmap 0000026663633040
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58674] removed dtor for sub_bitmap 0000026663632C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58684] removed dtor for sub_bitmap 0000026663631AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58691] removed dtor for sub_bitmap 00000266636324A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58698] removed dtor for sub_bitmap 0000026663631520
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58705] removed dtor for sub_bitmap 0000026663631CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58714] removed dtor for sub_bitmap 0000026663631ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58722] removed dtor for sub_bitmap 00000266636320C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58729] removed dtor for sub_bitmap 0000026663632690
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58737] removed dtor for sub_bitmap 0000026663632880
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58744] removed dtor for sub_bitmap 0000026663635540
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58751] removed dtor for sub_bitmap 00000266636366B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58759] removed dtor for sub_bitmap 0000026663635B10
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58767] removed dtor for sub_bitmap 00000266636360E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58774] removed dtor for sub_bitmap 0000026663635D00
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58781] removed dtor for sub_bitmap 0000026663637250
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58788] removed dtor for sub_bitmap 00000266636368A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58795] removed dtor for sub_bitmap 0000026663635EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58803] removed dtor for sub_bitmap 0000026663637060
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58811] removed dtor for sub_bitmap 0000026663636C80
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58817] removed dtor for sub_bitmap 0000026663635730
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58824] removed dtor for sub_bitmap 0000026663636E70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58831] removed dtor for sub_bitmap 00000266636362D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58838] removed dtor for sub_bitmap 00000266636364C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58845] removed dtor for sub_bitmap 0000026663636A90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58852] removed dtor for sub_bitmap 0000026663635920
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58859] removed dtor for sub_bitmap 00000266636380F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58868] removed dtor for sub_bitmap 0000026663637D10
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58876] removed dtor for sub_bitmap 00000266636382E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58882] removed dtor for sub_bitmap 00000266636386C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58890] removed dtor for sub_bitmap 0000026663638C90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58897] removed dtor for sub_bitmap 0000026663639070
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58906] removed dtor for sub_bitmap 00000266636388B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58916] removed dtor for sub_bitmap 0000026663639260
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58923] removed dtor for sub_bitmap 0000026663637F00
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58937] removed dtor for sub_bitmap 0000026663638AA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58944] removed dtor for sub_bitmap 0000026663637930
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58951] removed dtor for sub_bitmap 0000026663638E80
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58958] removed dtor for sub_bitmap 0000026663637550
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58965] removed dtor for sub_bitmap 0000026663637B20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58973] removed dtor for sub_bitmap 0000026663637740
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58984] removed dtor for sub_bitmap 00000266636384D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.58992] removed dtor for sub_bitmap 000002666363BCB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59001] removed dtor for sub_bitmap 000002666363B110
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59008] removed dtor for sub_bitmap 000002666363B8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59015] removed dtor for sub_bitmap 000002666363BAC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59021] removed dtor for sub_bitmap 000002666363BEA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59032] removed dtor for sub_bitmap 000002666363B300
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59042] removed dtor for sub_bitmap 000002666363AB40
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59050] removed dtor for sub_bitmap 000002666363AD30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59057] removed dtor for sub_bitmap 000002666363AF20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59063] removed dtor for sub_bitmap 000002666363B4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59075] removed dtor for sub_bitmap 000002666363B6E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59083] removed dtor for sub_bitmap 000002666363A570
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59095] removed dtor for sub_bitmap 000002666363C090
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59104] removed dtor for sub_bitmap 000002666363C280
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59113] removed dtor for sub_bitmap 000002666363A760
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59120] removed dtor for sub_bitmap 000002666363A950
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59127] removed dtor for sub_bitmap 000002666363DE60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59134] removed dtor for sub_bitmap 000002666363DA80
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59141] removed dtor for sub_bitmap 000002666363EBF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59147] removed dtor for sub_bitmap 000002666363EDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59155] removed dtor for sub_bitmap 000002666363E810
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59162] removed dtor for sub_bitmap 000002666363DC70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59169] removed dtor for sub_bitmap 000002666363E050
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59176] removed dtor for sub_bitmap 000002666363D0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59183] removed dtor for sub_bitmap 000002666363EA00
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59190] removed dtor for sub_bitmap 000002666363E240
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59198] removed dtor for sub_bitmap 000002666363D2C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59204] removed dtor for sub_bitmap 000002666363D4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59212] removed dtor for sub_bitmap 000002666363E620
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59219] removed dtor for sub_bitmap 000002666363D6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59224] removed dtor for sub_bitmap 000002666363E430
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59231] removed dtor for sub_bitmap 000002666363D890
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59238] removed dtor for sub_bitmap 0000026663640ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59246] removed dtor for sub_bitmap 0000026663641A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59252] removed dtor for sub_bitmap 0000026663641C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59258] removed dtor for sub_bitmap 0000026663641690
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59265] removed dtor for sub_bitmap 0000026663641E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59273] removed dtor for sub_bitmap 0000026663642610
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59279] removed dtor for sub_bitmap 0000026663642040
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59286] removed dtor for sub_bitmap 00000266636412B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59292] removed dtor for sub_bitmap 0000026663641880
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59298] removed dtor for sub_bitmap 0000026663642230
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59306] removed dtor for sub_bitmap 0000026663642420
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59312] removed dtor for sub_bitmap 00000266636414A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59319] removed dtor for sub_bitmap 0000026663640900
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59326] removed dtor for sub_bitmap 0000026663640AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59332] removed dtor for sub_bitmap 0000026663640CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59338] removed dtor for sub_bitmap 00000266636410C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59344] removed dtor for sub_bitmap 0000026663643A80
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59350] removed dtor for sub_bitmap 0000026663643C70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59357] removed dtor for sub_bitmap 00000266636432C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59364] removed dtor for sub_bitmap 00000266636436A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59370] removed dtor for sub_bitmap 0000026663643E60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59377] removed dtor for sub_bitmap 0000026663643890
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59383] removed dtor for sub_bitmap 0000026663642B00
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59390] removed dtor for sub_bitmap 0000026663644620
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59397] removed dtor for sub_bitmap 0000026663642EE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59405] removed dtor for sub_bitmap 0000026663644050
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59411] removed dtor for sub_bitmap 0000026663644240
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59418] removed dtor for sub_bitmap 0000026663642CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59425] removed dtor for sub_bitmap 0000026663644430
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59432] removed dtor for sub_bitmap 00000266636434B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59438] removed dtor for sub_bitmap 0000026663642910
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59446] removed dtor for sub_bitmap 00000266636430D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59453] removed dtor for sub_bitmap 00000266636491B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59460] removed dtor for sub_bitmap 0000026663648420
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59467] removed dtor for sub_bitmap 0000026663646140
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59474] removed dtor for sub_bitmap 00000266636493A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59480] removed dtor for sub_bitmap 0000026663647C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59487] removed dtor for sub_bitmap 0000026663647E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59493] removed dtor for sub_bitmap 0000026663649970
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59500] removed dtor for sub_bitmap 0000026663649B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59506] removed dtor for sub_bitmap 0000026663646710
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59513] removed dtor for sub_bitmap 0000026663649590
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59521] removed dtor for sub_bitmap 00000266636470C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59528] removed dtor for sub_bitmap 0000026663647880
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59534] removed dtor for sub_bitmap 00000266636472B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59540] removed dtor for sub_bitmap 0000026663648610
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59547] removed dtor for sub_bitmap 00000266636489F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59553] removed dtor for sub_bitmap 0000026663648040
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59560] removed dtor for sub_bitmap 0000026663648DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59566] removed dtor for sub_bitmap 0000026663646330
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59573] removed dtor for sub_bitmap 0000026663649780
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59580] removed dtor for sub_bitmap 0000026663647A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59589] removed dtor for sub_bitmap 0000026663648800
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59596] removed dtor for sub_bitmap 0000026663648FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59604] removed dtor for sub_bitmap 0000026663648BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59612] removed dtor for sub_bitmap 0000026663648230
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59621] removed dtor for sub_bitmap 0000026663649D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59629] removed dtor for sub_bitmap 0000026663646520
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59637] removed dtor for sub_bitmap 0000026663646900
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59653] removed dtor for sub_bitmap 0000026663646AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59660] removed dtor for sub_bitmap 0000026663646CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59668] removed dtor for sub_bitmap 0000026663646ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59676] removed dtor for sub_bitmap 00000266636474A0
